session_id,run_id,time,gap_id,side,x,y,vx,vy,ns
dgap_26-05-05_13-08-51,0,5.810000,2,left,-0.415057,4.643636,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.810000,3,right,4.508543,-0.500974,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.845000,2,left,-0.415057,4.643636,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.845000,3,right,4.508543,-0.500974,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.900000,6,left,3.702844,-3.283560,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.900000,7,right,3.871110,-3.106623,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.960000,6,left,3.702844,-3.283560,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.960000,7,right,3.871110,-3.106623,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.965000,6,left,3.702844,-3.283560,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,5.965000,7,right,3.871110,-3.106623,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,6.000000,6,left,3.702844,-3.283560,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,6.000000,7,right,3.871110,-3.106623,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,6.045000,6,left,3.702844,-3.283560,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,6.045000,7,right,3.871110,-3.106623,0.000000,0.000000,simp
dgap_26-05-05_13-08-51,0,6.090000,6,left,3.566714,-3.405933,-0.105635,-0.094959,simp
dgap_26-05-05_13-08-51,0,6.090000,7,right,3.957648,-2.942859,0.067152,0.127078,simp
dgap_26-05-05_13-08-51,0,6.120000,6,left,3.566660,-3.405882,-0.183780,-0.174927,simp
dgap_26-05-05_13-08-51,0,6.120000,7,right,3.946574,-2.934625,0.117195,0.230739,simp
dgap_26-05-05_13-08-51,0,6.160000,6,left,3.566017,-3.405267,-0.243884,-0.227175,simp
dgap_26-05-05_13-08-51,0,6.160000,7,right,3.935362,-2.926288,0.137611,0.314583,simp
dgap_26-05-05_13-08-51,0,6.205000,6,left,3.564886,-3.404188,-0.280621,-0.258038,simp
dgap_26-05-05_13-08-51,0,6.205000,7,right,3.924873,-2.918489,0.139924,0.372517,simp
dgap_26-05-05_13-08-51,0,6.245000,6,left,3.563297,-3.402670,-0.298248,-0.271472,simp
dgap_26-05-05_13-08-51,0,6.245000,7,right,3.915498,-2.911517,0.130420,0.407144,simp
dgap_26-05-05_13-08-51,0,6.290000,6,left,3.561322,-3.400784,-0.301864,-0.272180,simp
dgap_26-05-05_13-08-51,0,6.290000,7,right,3.907980,-2.905927,0.115183,0.422580,simp
dgap_26-05-05_13-08-51,0,6.320000,6,left,3.559110,-3.398672,-0.296036,-0.264479,simp
dgap_26-05-05_13-08-51,0,6.320000,7,right,3.902833,-2.902100,0.098917,0.423142,simp
dgap_26-05-05_13-08-51,0,6.365000,6,left,3.556478,-3.396159,-0.284516,-0.251580,simp
dgap_26-05-05_13-08-51,0,6.365000,7,right,3.900048,-2.900029,0.084504,0.412794,simp
dgap_26-05-05_13-08-51,0,6.405000,6,left,3.551445,-3.391353,-0.271122,-0.234564,simp
dgap_26-05-05_13-08-51,0,6.405000,7,right,3.897615,-2.898220,0.072321,0.395727,simp
dgap_26-05-05_13-08-51,0,6.445000,6,left,3.543138,-3.383420,-0.258868,-0.214075,simp
dgap_26-05-05_13-08-51,0,6.445000,7,right,3.895008,-2.896281,0.061970,0.374882,simp
dgap_26-05-05_13-08-51,0,6.490000,6,left,3.531378,-3.372190,-0.249420,-0.190390,simp
dgap_26-05-05_13-08-51,0,6.490000,7,right,3.892366,-2.894316,0.053297,0.352380,simp
dgap_26-05-05_13-08-51,0,6.520000,6,left,3.516000,-3.357505,-0.243745,-0.163800,simp
dgap_26-05-05_13-08-51,0,6.520000,7,right,3.889663,-2.892307,0.046047,0.329520,simp
dgap_26-05-05_13-08-51,0,6.565000,6,left,3.496943,-3.339307,-0.242293,-0.134583,simp
dgap_26-05-05_13-08-51,0,6.565000,7,right,3.886898,-2.890251,0.039971,0.307080,simp
dgap_26-05-05_13-08-51,0,6.600000,6,left,3.474170,-3.317561,-0.245183,-0.102956,simp
dgap_26-05-05_13-08-51,0,6.600000,7,right,3.884090,-2.888163,0.034872,0.285514,simp
dgap_26-05-05_13-08-51,0,6.645000,6,left,3.447612,-3.292200,-0.252373,-0.069094,simp
dgap_26-05-05_13-08-51,0,6.645000,7,right,3.881298,-2.886086,0.030597,0.265042,simp
dgap_26-05-05_13-08-51,0,6.690000,6,left,3.436339,-3.281435,-0.257222,-0.039336,simp
dgap_26-05-05_13-08-51,0,6.690000,7,right,3.846098,-2.859912,0.015982,0.253959,simp
dgap_26-05-05_13-08-51,0,6.725000,6,left,3.411214,-3.257442,-0.264708,-0.008858,simp
dgap_26-05-05_13-08-51,0,6.725000,7,right,3.843189,-2.857749,0.004542,0.242146,simp
dgap_26-05-05_13-08-51,0,6.765000,6,left,3.389373,-3.236586,-0.272995,0.020689,simp
dgap_26-05-05_13-08-51,0,6.765000,7,right,3.840298,-2.855599,-0.004382,0.229984,simp
dgap_26-05-05_13-08-51,0,6.805000,6,left,3.370937,-3.218981,-0.280778,0.048187,simp
dgap_26-05-05_13-08-51,0,6.805000,7,right,3.837357,-2.853412,-0.011318,0.217752,simp
dgap_26-05-05_13-08-51,0,6.845000,6,left,3.356048,-3.204763,-0.287114,0.072867,simp
dgap_26-05-05_13-08-51,0,6.845000,7,right,3.834430,-2.851236,-0.016660,0.205625,simp
dgap_26-05-05_13-08-51,0,6.885000,6,left,3.344701,-3.193928,-0.291358,0.094232,simp
dgap_26-05-05_13-08-51,0,6.885000,7,right,3.831487,-2.849048,-0.020723,0.193719,simp
dgap_26-05-05_13-08-51,0,6.925000,6,left,3.337039,-3.186612,-0.293030,0.111934,simp
dgap_26-05-05_13-08-51,0,6.925000,7,right,3.828519,-2.846841,-0.023761,0.182110,simp
dgap_26-05-05_13-08-51,0,6.965000,6,left,3.332897,-3.182656,-0.291828,0.125808,simp
dgap_26-05-05_13-08-51,0,6.965000,7,right,3.825341,-2.844477,-0.026007,0.170891,simp
dgap_26-05-05_13-08-51,0,7.010000,6,left,3.329645,-3.179551,-0.288241,0.136383,simp
dgap_26-05-05_13-08-51,0,7.010000,7,right,3.818786,-2.839603,-0.028470,0.160708,simp
dgap_26-05-05_13-08-51,0,7.045000,6,left,3.326372,-3.176425,-0.282530,0.144067,simp
dgap_26-05-05_13-08-51,0,7.045000,7,right,3.807775,-2.831416,-0.031831,0.152011,simp
dgap_26-05-05_13-08-51,0,7.085000,6,left,3.323107,-3.173307,-0.275366,0.149499,simp
dgap_26-05-05_13-08-51,0,7.085000,7,right,3.792206,-2.819839,-0.037110,0.145469,simp
dgap_26-05-05_13-08-51,0,7.125000,6,left,3.319848,-3.170196,-0.266988,0.153000,simp
dgap_26-05-05_13-08-51,0,7.125000,7,right,3.772143,-2.804920,-0.044801,0.141397,simp
dgap_26-05-05_13-08-51,0,7.165000,6,left,3.316581,-3.167076,-0.257665,0.154881,simp
dgap_26-05-05_13-08-51,0,7.165000,7,right,3.747557,-2.786638,-0.055367,0.140089,simp
dgap_26-05-05_13-08-51,0,7.205000,6,left,3.313332,-3.163973,-0.247609,0.155397,simp
dgap_26-05-05_13-08-51,0,7.205000,7,right,3.718483,-2.765019,-0.069176,0.141772,simp
dgap_26-05-05_13-08-51,0,7.245000,6,left,3.310075,-3.160863,-0.237004,0.154765,simp
dgap_26-05-05_13-08-51,0,7.245000,7,right,3.684918,-2.740061,-0.086519,0.146625,simp
dgap_26-05-05_13-08-51,0,7.285000,6,left,3.299570,-3.150832,-0.227452,0.154546,simp
dgap_26-05-05_13-08-51,0,7.285000,7,right,3.655824,-2.718427,-0.105879,0.153485,simp
dgap_26-05-05_13-08-51,0,7.325000,6,left,3.296306,-3.147715,-0.217382,0.153290,simp
dgap_26-05-05_13-08-51,0,7.325000,7,right,3.625076,-2.695563,-0.127101,0.162213,simp
dgap_26-05-05_13-08-51,0,7.360000,6,left,3.293080,-3.144634,-0.206978,0.151184,simp
dgap_26-05-05_13-08-51,0,7.360000,7,right,3.598808,-2.676030,-0.148971,0.171874,simp
dgap_26-05-05_13-08-51,0,7.410000,6,left,3.289847,-3.141546,-0.196336,0.148350,simp
dgap_26-05-05_13-08-51,0,7.410000,7,right,3.577003,-2.659817,-0.170387,0.181629,simp
dgap_26-05-05_13-08-51,0,7.445000,6,left,3.286608,-3.138453,-0.185506,0.144977,simp
dgap_26-05-05_13-08-51,0,7.445000,7,right,3.559642,-2.646907,-0.190377,0.190843,simp
dgap_26-05-05_13-08-51,0,7.485000,6,left,3.283379,-3.135370,-0.174676,0.141018,simp
dgap_26-05-05_13-08-51,0,7.485000,7,right,3.546766,-2.637332,-0.208246,0.198756,simp
dgap_26-05-05_13-08-51,0,7.525000,6,left,3.280152,-3.132289,-0.163867,0.136645,simp
dgap_26-05-05_13-08-51,0,7.525000,7,right,3.538387,-2.631102,-0.223253,0.204924,simp
dgap_26-05-05_13-08-51,0,7.560000,6,left,3.276860,-3.129146,-0.153159,0.131953,simp
dgap_26-05-05_13-08-51,0,7.560000,7,right,3.534305,-2.628067,-0.234855,0.208926,simp
dgap_26-05-05_13-08-51,0,7.605000,6,left,3.270896,-3.123450,-0.143114,0.127494,simp
dgap_26-05-05_13-08-51,0,7.605000,7,right,3.531252,-2.625797,-0.243210,0.210865,simp
dgap_26-05-05_13-08-51,0,7.650000,6,left,3.260993,-3.113994,-0.134457,0.123979,simp
dgap_26-05-05_13-08-51,0,7.650000,7,right,3.528217,-2.623540,-0.248661,0.210985,simp
