time,gap_id,side,x,y,vx,vy,ns
8.525000,8,right,3.599227,1.045912,-0.565032,0.022044,simp
8.565000,10,left,4.208891,-0.520143,-0.218839,0.006878,simp
8.565000,8,right,3.576930,1.087302,-0.588093,0.020419,simp
8.605000,10,left,4.201448,-0.466851,-0.207854,0.004710,simp
8.605000,8,right,3.572345,1.134074,-0.602167,0.019328,simp
8.645000,10,left,4.191030,-0.413593,-0.198818,0.004284,simp
8.645000,8,right,3.507977,1.113640,-0.619236,0.006192,simp
8.685000,10,left,4.175694,-0.360296,-0.191911,0.005357,simp
8.685000,8,right,3.495172,1.157070,-0.628407,-0.005443,simp
8.725000,10,left,4.236007,-0.365501,-0.173765,-0.002984,simp
8.725000,8,right,3.483768,1.201022,-0.631424,-0.015041,simp
8.765000,10,left,4.176138,-0.308655,-0.167627,-0.007335,simp
8.765000,8,right,3.474836,1.245953,-0.628000,-0.021929,simp
8.805000,10,left,4.128316,-0.254126,-0.169780,-0.008355,simp
8.805000,8,right,3.469850,1.292531,-0.618233,-0.025688,simp
8.845000,10,left,4.080260,-0.200843,-0.179202,-0.006462,simp
8.845000,8,right,3.474033,1.342959,-0.601276,-0.025611,simp
8.880000,10,left,4.084548,-0.201054,-0.185069,-0.011889,simp
8.880000,8,right,3.419676,1.321946,-0.589144,-0.035287,simp
8.925000,14,left,3.397275,0.808438,0.000000,0.000000,simp
8.925000,15,right,4.055564,0.450641,0.000000,0.000000,simp
8.925000,10,left,4.009211,-0.147957,-0.202573,-0.013497,simp
8.925000,8,right,3.382808,1.355735,-0.577986,-0.043042,simp
8.970000,14,left,3.320327,0.833394,-0.000021,-0.000001,simp
8.970000,15,right,3.995009,0.443912,-0.000021,-0.000001,simp
8.970000,10,left,3.956666,-0.097321,-0.225885,-0.012121,simp
8.970000,8,right,3.377454,1.402029,-0.561866,-0.046542,simp
9.005000,14,left,3.337145,0.837615,-0.001611,-0.006767,simp
9.005000,15,right,4.003686,0.494784,-0.002815,-0.000845,simp
9.005000,10,left,3.960063,-0.097404,-0.243612,-0.017560,simp
9.005000,8,right,3.380060,1.452086,-0.540042,-0.045383,simp
9.055000,14,left,3.259679,0.860911,-0.035544,-0.016759,simp
9.055000,15,right,4.024056,0.547615,0.007422,0.007688,simp
9.055000,10,left,3.911596,-0.048099,-0.265878,-0.019545,simp
9.055000,8,right,3.334349,1.432448,-0.522406,-0.053061,simp
9.080000,14,left,3.197300,0.886631,-0.101877,-0.027209,simp
9.080000,15,right,3.970970,0.540391,-0.012349,-0.010038,simp
9.080000,10,left,3.941350,-0.048465,-0.277403,-0.027728,simp
9.080000,8,right,3.327307,1.478145,-0.501388,-0.056114,simp
9.125000,14,left,3.146717,0.914415,-0.188480,-0.035261,simp
9.125000,15,right,3.978774,0.591367,-0.016877,-0.011272,simp
9.125000,10,left,3.891290,0.000000,-0.293909,-0.032070,simp
9.125000,8,right,3.326570,1.527065,-0.476012,-0.054429,simp
9.175000,14,left,3.107301,0.944546,-0.277957,-0.037988,simp
9.175000,15,right,3.998255,0.644605,0.003442,0.006012,simp
9.175000,10,left,3.861763,0.047486,-0.311144,-0.033088,simp
9.175000,8,right,3.286537,1.508688,-0.454714,-0.061039,simp
9.205000,14,left,3.149122,0.957258,-0.292088,-0.050918,simp
9.205000,15,right,3.946087,0.636195,-0.018734,-0.015564,simp
9.205000,10,left,3.901676,0.047977,-0.315755,-0.039983,simp
9.205000,8,right,3.277613,1.553665,-0.431162,-0.063008,simp
9.255000,14,left,3.105656,0.985919,-0.319871,-0.056588,simp
9.255000,15,right,3.948954,0.686576,-0.024398,-0.015388,simp
9.255000,10,left,3.868583,0.095154,-0.322756,-0.043130,simp
9.255000,8,right,3.263868,1.596589,-0.406629,-0.061201,simp
9.285000,14,left,3.073272,1.017401,-0.346357,-0.054441,simp
9.285000,15,right,3.956683,0.738152,-0.013863,0.001385,simp
9.285000,10,left,3.845965,0.141933,-0.329857,-0.043031,simp
9.285000,8,right,3.240108,1.634641,-0.383317,-0.056950,simp
9.325000,14,left,3.121120,1.033241,-0.308766,-0.059096,simp
9.325000,15,right,3.891057,0.725908,-0.049146,-0.020429,simp
9.325000,10,left,3.885339,0.143386,-0.325371,-0.048569,simp
9.325000,8,right,3.203057,1.665668,-0.363768,-0.051870,simp
9.380000,14,left,3.074320,1.059865,-0.298038,-0.059970,simp
9.380000,15,right,3.874728,0.772279,-0.077081,-0.025131,simp
9.380000,10,left,3.853188,0.189666,-0.323964,-0.050550,simp
9.380000,8,right,3.146863,1.685922,-0.351145,-0.048132,simp
9.405000,14,left,3.040657,1.090271,-0.296358,-0.056027,simp
9.405000,15,right,3.859459,0.818700,-0.097893,-0.018530,simp
9.405000,10,left,3.830273,0.235780,-0.323374,-0.049433,simp
9.405000,8,right,3.071609,1.694538,-0.348090,-0.047813,simp
9.460000,14,left,3.091852,1.108628,-0.250292,-0.055889,simp
9.460000,15,right,3.785492,0.803010,-0.148621,-0.041488,simp
9.460000,10,left,3.866197,0.237991,-0.312871,-0.053591,simp
9.460000,8,right,2.985453,1.695218,-0.355966,-0.051820,simp
9.485000,14,left,3.035577,1.130763,-0.236258,-0.054768,simp
9.485000,15,right,3.754031,0.844701,-0.193130,-0.050114,simp
9.485000,10,left,3.830495,0.283109,-0.306890,-0.053680,simp
9.485000,8,right,2.892180,1.689616,-0.374651,-0.060351,simp
9.525000,14,left,2.991954,1.156601,-0.237457,-0.050586,simp
9.525000,15,right,3.729183,0.887421,-0.228777,-0.047601,simp
9.525000,10,left,3.870209,0.286045,-0.290779,-0.057801,simp
9.525000,8,right,2.792638,1.677856,-0.403977,-0.073733,simp
9.575000,14,left,3.020765,1.167738,-0.215464,-0.050781,simp
9.575000,15,right,3.653960,0.869520,-0.280727,-0.064991,simp
9.575000,10,left,3.821521,0.329737,-0.282430,-0.057452,simp
9.575000,8,right,2.746190,1.743259,-0.432573,-0.076610,simp
9.605000,14,left,2.974785,1.192210,-0.210381,-0.047691,simp
9.605000,15,right,3.638324,0.913210,-0.316731,-0.068630,simp
9.605000,10,left,3.864225,0.333422,-0.263832,-0.060499,simp
9.605000,8,right,2.666680,1.739153,-0.466654,-0.083041,simp
