time,gap_id,side,x,y,vx,vy,ns
8.885000,5,left,-4.573062,-0.650987,0.088030,0.035659,simp
8.885000,9,right,4.266674,1.183175,-0.249719,0.005255,simp
8.940000,8,left,4.322340,0.696855,-0.216875,-0.006789,simp
8.940000,3,right,4.581502,-0.738637,-0.047708,0.000593,simp
8.940000,5,left,-4.581346,-0.652166,0.134850,-0.006098,simp
8.940000,9,right,4.235934,1.174650,-0.257214,-0.001450,simp
8.965000,8,left,4.314890,0.695654,-0.231534,-0.002092,simp
8.965000,3,right,4.573758,-0.737389,-0.058242,0.000580,simp
8.965000,5,left,-4.589442,-0.653318,0.174311,-0.042805,simp
8.965000,9,right,4.217474,1.169531,-0.264539,-0.008531,simp
9.005000,8,left,4.307580,0.694475,-0.243302,0.001617,simp
9.005000,3,right,4.566195,-0.736170,-0.067793,0.000562,simp
9.005000,5,left,-4.597410,-0.654452,0.207013,-0.074790,simp
9.005000,9,right,4.199479,1.164541,-0.271574,-0.015862,simp
9.065000,8,left,4.300457,0.693327,-0.252399,0.004436,simp
9.065000,3,right,4.558677,-0.734957,-0.076395,0.000541,simp
9.065000,5,left,-4.605377,-0.655587,0.233515,-0.102377,simp
9.065000,9,right,4.311852,1.252996,-0.253806,-0.005797,simp
9.085000,8,left,4.293547,0.692213,-0.259032,0.006457,simp
9.085000,3,right,4.551217,-0.733755,-0.084088,0.000517,simp
9.085000,5,left,-4.613348,-0.656721,0.254351,-0.125886,simp
9.085000,9,right,4.266320,1.239765,-0.243988,0.000420,simp
9.140000,8,left,4.281183,0.690219,-0.264470,0.007596,simp
9.140000,3,right,4.543808,-0.732560,-0.090910,0.000491,simp
9.140000,5,left,-4.621214,-0.657841,0.270057,-0.145624,simp
9.140000,9,right,4.219773,1.226239,-0.241442,0.003145,simp
9.165000,8,left,4.274872,0.689202,-0.267675,0.008139,simp
9.165000,3,right,4.938972,-0.734082,-0.021333,-0.000043,simp
9.165000,5,left,-4.629004,-0.658950,0.281139,-0.161896,simp
9.165000,9,right,4.194824,1.218989,-0.241264,0.003954,simp
9.205000,8,left,4.268841,0.688230,-0.268836,0.008164,simp
9.205000,3,right,4.930482,-0.732820,0.039260,-0.000479,simp
9.205000,5,left,-4.636706,-0.660046,0.288078,-0.174991,simp
9.205000,9,right,4.171825,1.212305,-0.242807,0.003176,simp
9.245000,8,left,4.263094,0.687303,-0.268135,0.007748,simp
9.245000,3,right,4.922281,-0.731601,0.091536,-0.000828,simp
9.245000,5,left,-4.644212,-0.661115,0.291349,-0.185194,simp
9.245000,9,right,4.150224,1.206028,-0.245593,0.001091,simp
9.285000,8,left,4.257689,0.686432,-0.265734,0.006965,simp
9.285000,3,right,4.914342,-0.730421,0.136140,-0.001103,simp
9.285000,5,left,-4.651531,-0.662157,0.291400,-0.192773,simp
9.285000,9,right,4.129666,1.200054,-0.249260,-0.002070,simp
9.325000,8,left,4.247896,0.684853,-0.262680,0.005739,simp
9.325000,3,right,4.906807,-0.729301,0.173727,-0.001316,simp
