sample_idx,gap_index,model_id,side,x,y,kalman_vx,kalman_vy,perfect_rel_vx,perfect_rel_vy,perfect_world_robot_vx,perfect_world_robot_vy,matched_agent_id,match_dist,matched_dynamic_agent
0,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
1,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
2,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
3,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
4,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
5,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
6,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
7,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
8,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
9,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
10,0,2,left,-0.415057,4.643636,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
11,0,3,right,4.508543,-0.500974,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
12,0,7,left,3.327469,-0.245931,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
13,0,8,right,4.733969,-1.502842,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
14,1,2,left,-0.916595,4.830773,-0.020565,0.007673,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
15,1,9,right,3.327469,0.245931,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,,-1.000000,0
16,0,7,left,3.327469,-0.245931,0.000000,0.000000,0.000000,0.016667,0.000000,0.016667,agent0,0.300870,1
17,0,8,right,4.733969,-1.502842,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,agent0,1.944964,0
18,1,2,left,-0.916595,4.830773,-0.522759,0.195055,-0.000000,-0.000000,0.000000,0.000000,agent0,6.545022,0
19,1,9,right,3.327469,0.245931,0.000000,0.000000,0.000000,0.016667,0.000000,0.016667,agent0,0.299960,1
20,0,7,left,3.330091,-0.246125,0.000693,-0.000051,0.000000,0.032222,0.000000,0.032222,agent0,0.300419,1
21,0,8,right,4.733969,-1.502842,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,agent0,1.945794,0
22,1,2,left,-0.916595,4.830773,-0.670367,0.250131,-0.000000,-0.000000,0.000000,0.000000,agent0,6.544229,0
23,1,9,right,3.446153,0.297349,0.031377,0.013594,0.000000,0.032222,0.000000,0.032222,agent0,0.300581,1
24,0,7,left,3.332196,-0.246280,0.002524,-0.000187,-0.071670,0.066615,0.000000,0.046741,agent0,0.300653,1
25,0,8,right,4.733339,-1.502643,-0.000303,0.000096,-0.071670,0.019875,0.000000,0.000000,agent0,1.946446,0
26,1,2,left,-0.917328,4.834636,-0.731979,0.275908,-0.071670,0.019875,0.000000,0.000000,agent0,6.546424,0
27,1,9,right,3.430564,0.296003,0.060930,0.028998,-0.071670,0.066615,0.000000,0.046741,agent0,0.300936,1
28,0,7,left,3.331277,-0.246212,-0.169190,0.047663,-0.239136,0.126605,0.000000,0.060291,agent0,0.302543,1
29,0,8,right,4.727433,-1.500767,-0.177308,0.049347,-0.239136,0.066314,0.000000,0.000000,agent0,1.943422,0
30,1,2,left,-0.924202,4.870862,-0.928220,0.360003,-0.239136,0.066314,0.000000,0.000000,agent0,6.575708,0
31,1,9,right,3.400563,0.293415,-0.103970,0.089680,-0.239136,0.126605,0.000000,0.060291,agent0,0.304466,1
32,0,7,left,3.327889,-0.245962,-0.304697,0.084889,-0.375160,0.176973,0.000000,0.072939,agent0,0.304089,1
33,0,8,right,4.716301,-1.497234,-0.323302,0.090323,-0.375160,0.104034,0.000000,0.000000,agent0,1.941253,0
34,1,2,left,-0.936180,4.622884,-1.065170,0.226443,-0.375160,0.104034,0.000000,0.000000,agent0,6.394917,0
35,1,9,right,3.363109,0.290183,-0.261845,0.134371,-0.375160,0.176973,0.000000,0.072939,agent0,0.308903,1
36,0,7,left,3.323663,-0.245650,-0.406904,0.112200,-0.433272,0.215909,0.000000,0.095760,agent0,0.305387,1
37,0,8,right,4.700927,-1.492353,-0.443011,0.124425,-0.433272,0.120149,0.000000,0.000000,agent0,1.950165,0
38,1,2,left,-0.954053,4.711143,-1.157633,0.191793,-0.433272,0.120149,0.000000,0.000000,agent0,6.448152,0
39,1,9,right,3.321832,0.286622,-0.415402,0.162925,-0.433272,0.215909,0.000000,0.095760,agent0,0.304462,1
40,0,7,left,3.331323,-0.246216,-0.468664,0.129897,-0.575388,0.265601,0.000000,0.106043,agent0,0.301867,1
41,0,8,right,4.682106,-1.486378,-0.540198,0.152686,-0.575388,0.159559,0.000000,0.000000,agent0,1.953015,0
42,1,2,left,-0.975933,4.819187,-1.216453,0.241013,-0.575388,0.159559,0.000000,0.000000,agent0,6.522074,0
43,1,9,right,3.272135,0.282334,-0.566818,0.176596,-0.575388,0.265601,0.000000,0.106043,agent0,0.309424,1
44,0,7,left,3.342625,-0.247051,-0.494523,0.139461,-0.648281,0.295412,0.000000,0.115640,agent0,0.300452,1
45,0,8,right,4.660484,-1.479514,-0.618210,0.175941,-0.648281,0.179772,0.000000,0.000000,agent0,1.956660,0
46,1,2,left,-1.000146,4.644439,-1.249865,0.152429,-0.648281,0.179772,0.000000,0.000000,agent0,6.388163,0
47,1,9,right,3.313798,0.327023,-0.630276,0.220493,-0.648281,0.295412,0.000000,0.115640,agent0,0.308448,1
48,0,7,left,3.229823,-0.198818,-0.595488,0.182974,-0.707488,0.320788,0.000000,0.124597,agent0,0.309559,1
49,0,8,right,4.636589,-1.471928,-0.680164,0.194931,-0.707488,0.196191,0.000000,0.000000,agent0,1.949711,0
50,1,2,left,-1.027899,4.773316,-1.265779,0.169579,-0.707488,0.196191,0.000000,0.000000,agent0,6.486345,0
51,1,9,right,3.245464,0.320280,-0.717640,0.241241,-0.707488,0.320788,0.000000,0.124597,agent0,0.320895,1
52,0,7,left,3.221655,-0.198315,-0.661055,0.210269,-0.755580,0.342484,0.000000,0.132957,agent0,0.308036,1
53,0,8,right,4.610847,-1.463756,-0.728918,0.210334,-0.755580,0.209527,0.000000,0.000000,agent0,1.953677,0
54,1,2,left,-1.056928,4.630704,-1.269107,0.092122,-0.755580,0.209527,0.000000,0.000000,agent0,6.375803,0
55,1,9,right,3.186415,0.314453,-0.808802,0.245744,-0.755580,0.342484,0.000000,0.132957,agent0,0.324708,1
56,0,7,left,3.219875,-0.198205,-0.694818,0.225006,-0.794642,0.470359,0.000000,0.250000,agent0,0.310033,1
57,0,8,right,4.583604,-1.455108,-0.766992,0.222760,-0.794642,0.220359,0.000000,0.000000,agent0,1.977758,0
58,1,2,left,-1.088543,4.769217,-1.264560,0.113912,-0.794642,0.220359,0.000000,0.000000,agent0,6.448271,0
59,1,9,right,3.204706,0.356096,-0.842139,0.272905,-0.794642,0.470359,0.000000,0.250000,agent0,0.303944,1
60,0,7,left,3.150243,-0.155065,-0.750051,0.258799,-0.826370,0.479158,0.000000,0.250000,agent0,0.304689,1
61,0,8,right,4.757212,-1.446079,-0.664732,0.232740,-0.826370,0.229158,0.000000,0.000000,agent0,2.118566,0
62,1,2,left,-1.120744,4.646208,-1.254563,0.062736,-0.826370,0.229158,0.000000,0.000000,agent0,6.347431,0
63,1,9,right,3.214534,0.397259,-0.841407,0.312892,-0.826370,0.479158,0.000000,0.250000,agent0,0.309922,1
64,0,7,left,3.154167,-0.155258,-0.772109,0.277282,-0.852142,0.477087,0.000000,0.240783,agent0,0.302500,1
65,0,8,right,4.726454,-1.436730,-0.598352,0.240734,-0.852142,0.236304,0.000000,0.000000,agent0,2.125925,0
66,1,2,left,-1.154896,4.787791,-1.241665,0.094735,-0.852142,0.236304,0.000000,0.000000,agent0,6.437750,0
67,1,9,right,3.109801,0.384316,-0.886693,0.326837,-0.852142,0.477087,0.000000,0.240783,agent0,0.313564,1
68,0,7,left,3.070539,-0.113316,-0.819230,0.308028,-0.873074,0.482892,0.000000,0.240783,agent0,0.312004,1
69,0,8,right,4.694857,-1.427125,-0.557858,0.247123,-0.873074,0.242109,0.000000,0.000000,agent0,2.118280,0
70,1,2,left,-1.189188,4.676915,-1.226831,0.066038,-0.873074,0.242109,0.000000,0.000000,agent0,6.360827,0
71,1,9,right,3.124225,0.425161,-0.894200,0.352668,-0.873074,0.482892,0.000000,0.240783,agent0,0.323000,1
72,0,7,left,3.070103,-0.113300,-0.838841,0.324508,-0.890077,0.504274,0.000000,0.257449,agent0,0.307755,1
73,0,8,right,4.662577,-1.417312,-0.535658,0.252217,-0.890077,0.246824,0.000000,0.000000,agent0,2.125987,0
74,1,2,left,-1.225006,4.817782,-1.211401,0.104356,-0.890077,0.246824,0.000000,0.000000,agent0,6.449910,0
75,1,9,right,3.026244,0.411827,-0.932723,0.358023,-0.890077,0.504274,0.000000,0.257449,agent0,0.329258,1
76,0,7,left,3.097439,-0.114309,-0.826489,0.330451,-0.897341,0.540850,0.000000,0.292012,agent0,0.308849,1
77,0,8,right,4.629743,-1.407332,-0.526183,0.256269,-0.897341,0.248839,0.000000,0.000000,agent0,2.157203,0
78,1,2,left,-1.260676,4.714568,-1.195626,0.090478,-0.897341,0.248839,0.000000,0.000000,agent0,6.339309,0
79,1,9,right,3.021449,0.449080,-0.947204,0.372878,-0.897341,0.540850,0.000000,0.292012,agent0,0.305229,1
80,0,7,left,3.024474,-0.074392,-0.835361,0.346449,-0.915105,0.561946,0.000000,0.308182,agent0,0.301731,1
81,0,8,right,4.596458,-1.397214,-0.525430,0.259484,-0.915105,0.253765,0.000000,0.000000,agent0,2.166684,0
82,1,2,left,-1.296870,4.621457,-1.179964,0.043882,-0.915105,0.253765,0.000000,0.000000,agent0,6.258778,0
83,1,9,right,2.991152,0.482238,-0.955682,0.391852,-0.915105,0.561946,0.000000,0.308182,agent0,0.313621,1
84,0,7,left,2.946889,-0.036236,-0.860059,0.368129,-0.924217,0.579491,0.000000,0.323200,agent0,0.304449,1
85,0,8,right,4.772963,-1.386992,-0.448037,0.262024,-0.924217,0.256291,0.000000,0.000000,agent0,2.322937,0
86,1,2,left,-1.334165,4.754356,-1.164937,0.054274,-0.924217,0.256291,0.000000,0.000000,agent0,6.338750,0
87,1,9,right,3.011148,0.523527,-0.939877,0.416268,-0.924217,0.579491,0.000000,0.323200,agent0,0.310847,1
88,0,7,left,2.965797,-0.036469,-0.859777,0.379187,-0.931617,0.595409,0.000000,0.337066,agent0,0.302513,1
89,0,8,right,4.737453,-1.376673,-0.396512,0.264024,-0.931617,0.258343,0.000000,0.000000,agent0,2.314909,0
90,1,2,left,-1.371094,4.664694,-1.150414,0.032101,-0.931617,0.258343,0.000000,0.000000,agent0,6.276553,0
91,1,9,right,2.873907,0.499666,-0.964797,0.420073,-0.931617,0.595409,0.000000,0.337066,agent0,0.331478,1
92,0,7,left,2.887987,0.000000,-0.874682,0.394986,-0.937629,0.609864,0.000000,0.349853,agent0,0.307924,1
93,0,8,right,4.701691,-1.366281,-0.364241,0.265592,-0.937629,0.260010,0.000000,0.000000,agent0,2.323997,0
94,1,2,left,-1.408966,4.793540,-1.136714,0.054542,-0.937629,0.260010,0.000000,0.000000,agent0,6.352826,0
95,1,9,right,2.852382,0.532135,-0.978384,0.428409,-0.937629,0.609864,0.000000,0.349853,agent0,0.330317,1
96,0,7,left,2.930267,0.000000,-0.861794,0.402229,-0.942511,0.633867,0.000000,0.372502,agent0,0.310180,1
97,0,8,right,4.665726,-1.355830,-0.346331,0.266812,-0.942511,0.261364,0.000000,0.000000,agent0,2.359187,0
98,1,2,left,-1.446380,4.706162,-1.123635,0.045885,-0.942511,0.261364,0.000000,0.000000,agent0,6.249273,0
99,1,9,right,2.832132,0.564478,-0.983095,0.439768,-0.942511,0.633867,0.000000,0.372502,agent0,0.304018,1
100,0,7,left,2.893523,0.035580,-0.852535,0.413785,-0.946477,0.644976,0.000000,0.382512,agent0,0.297855,1
101,0,8,right,4.629592,-1.345330,-0.339151,0.267753,-0.946477,0.262464,0.000000,0.000000,agent0,2.369263,0
102,1,2,left,-1.483989,4.625231,-1.111215,0.015793,-0.946477,0.262464,0.000000,0.000000,agent0,6.176292,0
103,1,9,right,2.773704,0.588381,-0.992656,0.450586,-0.946477,0.644976,0.000000,0.382512,agent0,0.315825,1
104,0,7,left,2.809403,0.069102,-0.859498,0.427762,-0.949699,0.655094,0.000000,0.391736,agent0,0.300897,1
105,0,8,right,4.813438,-1.334796,-0.277497,0.268469,-0.949699,0.263357,0.000000,0.000000,agent0,2.539731,0
106,1,2,left,-1.522362,4.744832,-1.099626,0.023424,-0.949699,0.263357,0.000000,0.000000,agent0,6.243861,0
107,1,9,right,2.745228,0.617708,-0.997105,0.462371,-0.949699,0.655094,0.000000,0.391736,agent0,0.315479,1
108,0,7,left,2.747216,0.101384,-0.872599,0.443027,-0.952315,0.664319,0.000000,0.400236,agent0,0.306464,1
109,0,8,right,4.775317,-1.324225,-0.235586,0.269006,-0.952315,0.264083,0.000000,0.000000,agent0,2.530820,0
110,1,2,left,-1.560229,4.664886,-1.088658,0.008894,-0.952315,0.264083,0.000000,0.000000,agent0,6.188492,0
111,1,9,right,2.715227,0.646133,-0.998030,0.474472,-0.952315,0.664319,0.000000,0.400236,agent0,0.329696,1
112,0,7,left,2.692870,0.132552,-0.888177,0.458801,-0.954440,0.672741,0.000000,0.408069,agent0,0.308689,1
113,0,8,right,4.737103,-1.313628,-0.209216,0.269400,-0.954440,0.264672,0.000000,0.000000,agent0,2.539793,0
114,1,2,left,-1.598204,4.590024,-1.078303,-0.021504,-0.954440,0.264672,0.000000,0.000000,agent0,6.120133,0
115,1,9,right,2.682886,0.673398,-0.996834,0.486365,-0.954440,0.672741,0.000000,0.408069,agent0,0.329254,1
116,0,7,left,2.726381,0.134201,-0.883810,0.467510,-0.956167,0.687088,0.000000,0.421937,agent0,0.312299,1
117,0,8,right,4.698812,-1.303010,-0.195136,0.269680,-0.956167,0.265151,0.000000,0.000000,agent0,2.576145,0
118,1,2,left,-1.636835,4.700972,-1.068679,-0.019994,-0.956167,0.265151,0.000000,0.000000,agent0,6.152945,0
119,1,9,right,2.647120,0.699129,-0.994840,0.497587,-0.956167,0.687088,0.000000,0.421937,agent0,0.302700,1
120,0,7,left,2.734947,0.168355,-0.869781,0.478320,-0.957569,0.693606,0.000000,0.428066,agent0,0.295470,1
121,0,8,right,4.660459,-1.292374,-0.190819,0.269868,-0.957569,0.265540,0.000000,0.000000,agent0,2.585712,0
122,1,2,left,-1.674949,4.626452,-1.059599,-0.035694,-0.957569,0.265540,0.000000,0.000000,agent0,6.084399,0
123,1,9,right,2.564544,0.711164,-1.003344,0.504921,-0.957569,0.693606,0.000000,0.428066,agent0,0.317143,1
124,0,7,left,2.660253,0.196617,-0.867310,0.489347,-0.958708,0.699569,0.000000,0.433713,agent0,0.297824,1
125,0,8,right,4.622057,-1.281725,-0.194283,0.269983,-0.958708,0.265856,0.000000,0.000000,agent0,2.595458,0
126,1,2,left,-1.713124,4.556086,-1.051045,-0.064196,-0.958708,0.265856,0.000000,0.000000,agent0,6.019387,0
127,1,9,right,2.521404,0.732704,-1.011042,0.511288,-0.958708,0.699569,0.000000,0.433713,agent0,0.317428,1
128,0,7,left,2.605527,0.224816,-0.869682,0.500444,-0.959633,0.705030,0.000000,0.438918,agent0,0.299510,1
129,0,8,right,4.812669,-1.271070,-0.153005,0.270040,-0.959633,0.266112,0.000000,0.000000,agent0,2.758633,0
130,1,2,left,-1.751883,4.659166,-1.043112,-0.065170,-0.959633,0.266112,0.000000,0.000000,agent0,6.090201,0
131,1,9,right,2.476314,0.752740,-1.018461,0.516491,-0.959633,0.705030,0.000000,0.438918,agent0,0.334574,1
132,0,7,left,2.557664,0.252404,-0.874476,0.511381,-0.960384,0.710034,0.000000,0.443713,agent0,0.300751,1
133,0,8,right,4.772271,-1.260400,-0.125785,0.270051,-0.960384,0.266321,0.000000,0.000000,agent0,2.766629,0
134,1,2,left,-1.790131,4.588808,-1.035641,-0.080397,-0.960384,0.266321,0.000000,0.000000,agent0,6.025222,0
135,1,9,right,2.429700,0.771331,-1.025928,0.520399,-0.960384,0.710034,0.000000,0.443713,agent0,0.335346,1
136,0,7,left,2.513994,0.279347,-0.880332,0.521974,-0.960995,0.718694,0.000000,0.452204,agent0,0.314144,1
137,0,8,right,4.731844,-1.249723,-0.110275,0.270027,-0.960995,0.266490,0.000000,0.000000,agent0,2.802650,0
138,1,2,left,-1.828415,4.521929,-1.028613,-0.106589,-0.960995,0.266490,0.000000,0.000000,agent0,5.935372,0
139,1,9,right,2.382007,0.788559,-1.033609,0.522930,-0.960995,0.718694,0.000000,0.452204,agent0,0.308214,1
140,0,7,left,2.524490,0.311982,-0.875810,0.533391,-0.961490,0.722584,0.000000,0.455957,agent0,0.296406,1
141,0,8,right,4.691395,-1.239040,-0.104555,0.269976,-0.961490,0.266627,0.000000,0.000000,agent0,2.811060,0
142,1,2,left,-1.867234,4.617932,-1.022114,-0.108431,-0.961490,0.266627,0.000000,0.000000,agent0,5.982479,0
143,1,9,right,2.364676,0.847889,-1.035130,0.533027,-0.961490,0.722584,0.000000,0.455957,agent0,0.317868,1
144,0,7,left,2.484702,0.338131,-0.872899,0.544101,-0.961893,0.726154,0.000000,0.459415,agent0,0.296443,1
145,0,8,right,4.650927,-1.228352,-0.107036,0.269903,-0.961893,0.266739,0.000000,0.000000,agent0,2.819604,0
146,1,2,left,-1.905556,4.550880,-1.016007,-0.122649,-0.961893,0.266739,0.000000,0.000000,agent0,5.920373,0
147,1,9,right,2.310439,0.860646,-1.039015,0.539890,-0.961893,0.726154,0.000000,0.459415,agent0,0.318601,1
148,0,7,left,2.449145,0.364018,-0.870514,0.554098,-0.962220,0.729431,0.000000,0.462601,agent0,0.294420,1
149,0,8,right,4.610443,-1.217660,-0.116396,0.269815,-0.962220,0.266830,0.000000,0.000000,agent0,2.810348,0
150,1,2,left,-1.943901,4.486792,-1.010276,-0.146650,-0.962220,0.266830,0.000000,0.000000,agent0,5.879011,0
151,1,9,right,2.257254,0.872588,-1.044654,0.543831,-0.962220,0.729431,0.000000,0.462601,agent0,0.337158,1
152,0,7,left,2.417630,0.389774,-0.867791,0.563405,-0.962486,0.732441,0.000000,0.465537,agent0,0.293438,1
153,0,8,right,4.808692,-1.206969,-0.084309,0.269714,-0.962486,0.266903,0.000000,0.000000,agent0,3.000975,0
154,1,2,left,-1.982743,4.576444,-1.005003,-0.148594,-0.962486,0.266903,0.000000,0.000000,agent0,5.920877,0
155,1,9,right,2.274353,0.944116,-1.037844,0.557060,-0.962486,0.732441,0.000000,0.465537,agent0,0.332477,1
156,0,7,left,2.390779,0.415668,-0.863888,0.572094,-0.962701,0.737699,0.000000,0.470736,agent0,0.310500,1
157,0,8,right,4.766070,-1.196272,-0.064263,0.269605,-0.962701,0.266963,0.000000,0.000000,agent0,3.035800,0
158,1,2,left,-2.021107,4.512079,-1.000064,-0.161659,-0.962701,0.266963,0.000000,0.000000,agent0,5.833191,0
159,1,9,right,2.202853,0.946354,-1.037814,0.564558,-0.962701,0.737699,0.000000,0.470736,agent0,0.306977,1
160,0,7,left,2.313546,0.461117,-0.868766,0.583992,-0.962877,0.740046,0.000000,0.473034,agent0,0.297387,1
161,0,8,right,4.723440,-1.185571,-0.054648,0.269491,-0.962877,0.267012,0.000000,0.000000,agent0,3.042611,0
162,1,2,left,-2.059487,4.450269,-0.995450,-0.183701,-0.962877,0.267012,0.000000,0.000000,agent0,5.776186,0
163,1,9,right,2.179305,1.000412,-1.034294,0.577151,-0.962877,0.740046,0.000000,0.473034,agent0,0.317911,1
164,0,7,left,2.290192,0.485814,-0.870800,0.594582,-0.963019,0.742202,0.000000,0.475151,agent0,0.296312,1
165,0,8,right,4.680802,-1.174869,-0.054065,0.269374,-0.963019,0.267051,0.000000,0.000000,agent0,3.049539,0
166,1,2,left,-2.098334,4.534213,-0.991236,-0.185364,-0.963019,0.267051,0.000000,0.000000,agent0,5.813377,0
167,1,9,right,2.108513,0.999484,-1.036884,0.583470,-0.963019,0.742202,0.000000,0.475151,agent0,0.319343,1
168,0,7,left,2.271760,0.511172,-0.869428,0.604105,-0.963135,0.744185,0.000000,0.477102,agent0,0.292118,1
169,0,8,right,4.638159,-1.164166,-0.061287,0.269256,-0.963135,0.267083,0.000000,0.000000,agent0,3.038419,0
170,1,2,left,-2.136721,4.472063,-0.987311,-0.197268,-0.963135,0.267083,0.000000,0.000000,agent0,5.774595,0
171,1,9,right,2.047682,1.001667,-1.042831,0.584926,-0.963135,0.744185,0.000000,0.477102,agent0,0.338777,1
172,0,7,left,2.262664,0.538438,-0.863337,0.613005,-0.963229,0.746009,0.000000,0.478900,agent0,0.288160,1
173,0,8,right,4.847179,-1.153466,-0.027353,0.269137,-0.963229,0.267109,0.000000,0.000000,agent3,3.133205,0
174,1,2,left,-2.175120,4.412131,-0.983665,-0.217568,-0.963229,0.267109,0.000000,0.000000,agent0,5.719823,0
175,1,9,right,2.039683,1.060685,-1.041600,0.592972,-0.963229,0.746009,0.000000,0.478900,agent0,0.336537,1
176,0,7,left,2.153361,0.568722,-0.872175,0.621877,-0.963305,0.749213,0.000000,0.482083,agent0,0.313277,1
177,0,8,right,4.802192,-1.142761,-0.005992,0.269020,-0.963305,0.267131,0.000000,0.000000,agent3,3.139093,0
178,1,2,left,-2.213526,4.354211,-0.980289,-0.244662,-0.963305,0.267131,0.000000,0.000000,agent0,5.638681,0
179,1,9,right,1.971375,1.056158,-1.045568,0.594652,-0.963305,0.749213,0.000000,0.482083,agent0,0.310654,1
180,0,7,left,2.196470,0.609095,-0.865172,0.632574,-0.963367,0.750637,0.000000,0.483489,agent0,0.292083,1
181,0,8,right,4.757201,-1.132055,0.004266,0.268906,-0.963367,0.267148,0.000000,0.000000,agent3,3.152075,0
182,1,2,left,-2.252365,4.430610,-0.977255,-0.252121,-0.963367,0.267148,0.000000,0.000000,agent0,5.669665,0
183,1,9,right,1.930306,1.096078,-1.048894,0.599171,-0.963367,0.750637,0.000000,0.483489,agent0,0.320527,1
184,0,7,left,2.092944,0.636205,-0.872020,0.642295,-0.963417,0.751947,0.000000,0.484786,agent0,0.296373,1
185,0,8,right,4.712209,-1.121348,0.004752,0.268796,-0.963417,0.267162,0.000000,0.000000,agent3,3.165072,0
186,1,2,left,-2.290773,4.372237,-0.974460,-0.267774,-0.963417,0.267162,0.000000,0.000000,agent0,5.616908,0
187,1,9,right,1.919722,1.153396,-1.045894,0.609420,-0.963417,0.751947,0.000000,0.484786,agent0,0.319571,1
188,0,7,left,2.083101,0.661300,-0.873316,0.650714,-0.963458,0.753153,0.000000,0.485980,agent0,0.291317,1
189,0,8,right,4.667213,-1.110641,-0.003322,0.268690,-0.963458,0.267173,0.000000,0.000000,agent3,3.192599,0
190,1,2,left,-2.329189,4.315633,-0.971897,-0.290164,-0.963458,0.267173,0.000000,0.000000,agent0,5.584595,0
191,1,9,right,1.845423,1.139870,-1.049365,0.611283,-0.963458,0.753153,0.000000,0.485980,agent0,0.339808,1
192,0,7,left,2.085652,0.690451,-0.867405,0.658699,-0.963491,0.754263,0.000000,0.487081,agent0,0.285807,1
193,0,8,right,4.622218,-1.099933,-0.018846,0.268588,-0.963491,0.267182,0.000000,0.000000,agent3,3.205660,0
194,1,2,left,-2.368018,4.387578,-0.969632,-0.294126,-0.963491,0.267182,0.000000,0.000000,agent0,5.612080,0
195,1,9,right,1.827114,1.191605,-1.047964,0.618048,-0.963491,0.754263,0.000000,0.487081,agent0,0.338478,1
196,0,7,left,1.995751,0.715605,-0.872575,0.665495,-0.963518,0.756219,0.000000,0.489030,agent0,0.311182,1
197,0,8,right,4.840767,-1.089229,0.008697,0.268490,-0.963518,0.267190,0.000000,0.000000,agent3,2.980882,0
198,1,2,left,-2.406432,4.330499,-0.967568,-0.306129,-0.963518,0.267190,0.000000,0.000000,agent0,5.532911,0
199,1,9,right,1.756431,1.176541,-1.052132,0.616523,-0.963518,0.756219,0.000000,0.489030,agent0,0.313190,1
200,0,7,left,1.962816,0.758767,-0.876751,0.674580,-0.963540,0.757087,0.000000,0.489891,agent0,0.294538,1
201,0,8,right,4.793177,-1.078521,0.023932,0.268398,-0.963540,0.267196,0.000000,0.000000,agent3,2.995906,0
202,1,2,left,-2.444852,4.274976,-0.965696,-0.324821,-0.963540,0.267196,0.000000,0.000000,agent0,5.483898,0
203,1,9,right,1.773737,1.285366,-1.044648,0.630981,-0.963540,0.757087,0.000000,0.489891,agent0,0.319553,1
204,0,7,left,1.964522,0.787325,-0.873524,0.682872,-0.963558,0.757885,0.000000,0.490685,agent0,0.291799,1
205,0,8,right,4.745586,-1.067812,0.028233,0.268311,-0.963558,0.267201,0.000000,0.000000,agent3,3.010956,0
206,1,2,left,-2.483275,4.220871,-0.964009,-0.348997,-0.963558,0.267201,0.000000,0.000000,agent0,5.436503,0
207,1,9,right,1.681127,1.250066,-1.047598,0.632345,-0.963558,0.757885,0.000000,0.490685,agent0,0.321559,1
208,0,7,left,1.892058,0.812835,-0.877723,0.689834,-0.963573,0.758621,0.000000,0.491416,agent0,0.290851,1
209,0,8,right,4.697996,-1.057104,0.022877,0.268230,-0.963573,0.267204,0.000000,0.000000,agent3,3.040169,0
210,1,2,left,-2.522089,4.286844,-0.962570,-0.355273,-0.963573,0.267204,0.000000,0.000000,agent0,5.478081,0
211,1,9,right,1.655096,1.295107,-1.047215,0.637251,-0.963573,0.758621,0.000000,0.491416,agent0,0.340076,1
212,0,7,left,1.896994,0.842734,-0.873905,0.696398,-0.963584,0.759298,0.000000,0.492090,agent0,0.284995,1
213,0,8,right,4.650405,-1.046395,0.009057,0.268154,-0.963584,0.267208,0.000000,0.000000,agent3,3.055309,0
214,1,2,left,-2.560510,4.232210,-0.961286,-0.368393,-0.963584,0.267208,0.000000,0.000000,agent0,5.430854,0
215,1,9,right,1.639753,1.349405,-1.041894,0.646980,-0.963584,0.759298,0.000000,0.492090,agent0,0.338479,1
216,0,7,left,1.829765,0.867351,-0.876598,0.701573,-0.963594,0.760494,0.000000,0.493283,agent0,0.309375,1
217,0,8,right,4.882375,-1.035689,0.040358,0.268083,-0.963594,0.267211,0.000000,0.000000,agent3,2.822894,0
218,1,2,left,-2.598934,4.178828,-0.960149,-0.387207,-0.963594,0.267211,0.000000,0.000000,agent0,5.356972,0
219,1,9,right,1.552594,1.310027,-1.045744,0.643300,-0.963594,0.760494,0.000000,0.493283,agent0,0.314792,1
220,0,7,left,1.808063,0.912172,-0.876461,0.709279,-0.963602,0.761023,0.000000,0.493811,agent0,0.291737,1
221,0,8,right,4.831889,-1.024980,0.058156,0.268018,-0.963602,0.267213,0.000000,0.000000,agent3,2.840087,0
222,1,2,left,-2.637738,4.241220,-0.959221,-0.389156,-0.963602,0.267213,0.000000,0.000000,agent0,5.377017,0
223,1,9,right,1.562893,1.420631,-1.039348,0.655993,-0.963602,0.761023,0.000000,0.493811,agent0,0.320715,1
224,0,7,left,1.799196,0.935626,-0.871422,0.715145,-0.963608,0.517215,0.000000,0.250000,agent0,0.289747,1
