sample_idx,gap_index,model_id,side,x,y,kalman_vx,kalman_vy,perfect_rel_vx,perfect_rel_vy,perfect_world_robot_vx,perfect_world_robot_vy,matched_agent_id,match_dist,matched_dynamic_agent
823,0,8,right,4.751875,-1.380864,0.093157,0.251680,-0.967588,0.252184,0.000000,0.000000,agent3,1.606766,0
824,1,7,left,-2.506494,3.103706,-0.977693,0.754246,-0.967588,0.752165,0.000000,0.499980,agent0,0.268793,1
825,1,17,right,4.030954,0.397796,-0.551473,0.256595,-0.481069,0.252184,0.486520,0.000000,agent3,0.313449,1
826,2,12,left,-4.760274,-1.351623,-0.106440,0.252473,-0.967588,0.252184,0.000000,0.000000,agent0,4.762517,0
827,2,9,right,-2.940727,2.706252,-0.955624,0.746437,-0.967588,0.752165,0.000000,0.499980,agent0,0.326569,1
828,0,16,left,4.019850,-0.148350,-0.522092,0.233528,-0.480417,0.250654,0.487578,0.000000,agent3,0.303199,1
829,0,8,right,4.717185,-1.370783,0.093957,0.250457,-0.967994,0.250654,0.000000,0.000000,agent3,1.602376,0
830,1,7,left,-2.507647,3.028191,-0.975439,0.745067,-0.967994,0.750636,0.000000,0.499982,agent0,0.266692,1
831,1,17,right,3.978121,0.392582,-0.550757,0.252806,-0.480417,0.250654,0.487578,0.000000,agent3,0.315017,1
832,2,12,left,-4.725523,-1.341756,-0.105792,0.251258,-0.967994,0.250654,0.000000,0.000000,agent0,4.747081,0
833,2,9,right,-2.947832,2.712790,-0.963158,0.747613,-0.967994,0.750636,0.000000,0.499982,agent0,0.324057,1
834,0,16,left,4.029315,-0.148699,-0.510444,0.228373,-0.480198,0.247693,0.488553,0.000000,agent3,0.303116,1
835,0,8,right,4.682853,-1.360807,0.086957,0.247132,-0.968751,0.247693,0.000000,0.000000,agent3,1.586866,0
836,1,7,left,-2.552775,3.082687,-0.975155,0.739375,-0.968751,0.747676,0.000000,0.499983,agent0,0.249397,1
837,1,17,right,3.933059,0.388135,-0.555004,0.244496,-0.480198,0.247693,0.488553,0.000000,agent3,0.332047,1
838,2,12,left,-4.691130,-1.331991,-0.098514,0.247893,-0.968751,0.247693,0.000000,0.000000,agent0,4.736120,0
839,2,9,right,-2.964801,2.728406,-0.966305,0.743726,-0.968751,0.747676,0.000000,0.499983,agent0,0.327881,1
840,0,16,left,3.913725,-0.096265,-0.517991,0.232176,-0.479085,0.245288,0.490280,0.000000,agent3,0.309666,1
841,0,8,right,4.648885,-1.350936,0.073813,0.244416,-0.969365,0.245288,0.000000,0.000000,agent3,1.599921,0
842,1,7,left,-2.603682,3.144161,-0.977084,0.740565,-0.969365,0.745274,0.000000,0.499986,agent0,0.277264,1
843,1,17,right,4.029956,0.447795,-0.536334,0.246755,-0.479085,0.245288,0.490280,0.000000,agent3,0.304174,1
844,2,12,left,-4.657103,-1.322329,-0.084909,0.245098,-0.969365,0.245288,0.000000,0.000000,agent0,4.732687,0
845,2,9,right,-2.985322,2.747291,-0.965618,0.738479,-0.969365,0.745274,0.000000,0.499986,agent0,0.333192,1
846,0,16,left,3.923291,-0.096500,-0.518975,0.233648,-0.478884,0.243075,0.491043,0.000000,agent3,0.306507,1
847,0,8,right,4.615234,-1.341157,0.055340,0.241933,-0.969927,0.243075,0.000000,0.000000,agent3,1.585041,0
848,1,7,left,-2.646414,3.195763,-0.979487,0.745650,-0.969927,0.743062,0.000000,0.499987,agent0,0.266693,1
849,1,17,right,3.964764,0.440552,-0.528115,0.245441,-0.478884,0.243075,0.491043,0.000000,agent3,0.313001,1
850,2,12,left,-4.623392,-1.312757,-0.065965,0.242501,-0.969927,0.243075,0.000000,0.000000,agent0,4.724009,0
851,2,9,right,-3.037699,2.795492,-0.967613,0.737269,-0.969927,0.743062,0.000000,0.499987,agent0,0.322455,1
852,0,16,left,3.918197,-0.096375,-0.516859,0.233373,-0.478637,0.241277,0.491746,0.000000,agent3,0.305292,1
853,0,8,right,4.801421,-1.331463,0.073642,0.239908,-0.970383,0.241277,0.000000,0.000000,agent3,1.665065,0
854,1,7,left,-2.661037,3.134161,-0.976955,0.733125,-0.970383,0.741265,0.000000,0.499988,agent0,0.266085,1
855,1,17,right,3.909040,0.434360,-0.527330,0.241437,-0.478637,0.241277,0.491746,0.000000,agent3,0.314735,1
856,2,12,left,-4.809516,-1.301920,-0.083726,0.240586,-0.970383,0.241277,0.000000,0.000000,agent0,4.794421,0
857,2,9,right,-3.058543,2.814673,-0.965978,0.734426,-0.970383,0.741265,0.000000,0.499988,agent0,0.321005,1
858,0,16,left,3.916456,-0.096332,-0.511406,0.231518,-0.478366,0.239791,0.492394,0.000000,agent3,0.303865,1
859,0,8,right,4.766674,-1.321828,0.082727,0.238262,-0.970760,0.239791,0.000000,0.000000,agent3,1.659719,0
860,1,7,left,-2.703910,3.184656,-0.975402,0.726195,-0.970760,0.739780,0.000000,0.499989,agent0,0.265655,1
861,1,17,right,3.862698,0.429210,-0.531347,0.235259,-0.478366,0.239791,0.492394,0.000000,agent3,0.315923,1
862,2,12,left,-4.774711,-1.292498,-0.092168,0.238992,-0.970760,0.239791,0.000000,0.000000,agent0,4.781605,0
863,2,9,right,-3.081337,2.835651,-0.961529,0.730476,-0.970760,0.739780,0.000000,0.499989,agent0,0.319675,1
864,0,16,left,3.920652,-0.096435,-0.501989,0.228032,-0.478115,0.238413,0.492991,0.000000,agent3,0.305191,1
865,0,8,right,4.732134,-1.312250,0.083605,0.236729,-0.971107,0.238413,0.000000,0.000000,agent3,1.642023,0
866,1,7,left,-2.750103,3.239063,-0.975402,0.724757,-0.971107,0.738403,0.000000,0.499990,agent0,0.248604,1
867,1,17,right,3.821241,0.424604,-0.538702,0.227090,-0.478115,0.238413,0.492991,0.000000,agent3,0.333372,1
868,2,12,left,-4.740113,-1.283133,-0.092431,0.237459,-0.971107,0.238413,0.000000,0.000000,agent0,4.772671,0
869,2,9,right,-3.105449,2.857839,-0.954935,0.725584,-0.971107,0.738403,0.000000,0.499990,agent0,0.320754,1
870,0,16,left,3.941700,-0.096953,-0.485937,0.223250,-0.477345,0.237274,0.494049,0.000000,agent3,0.303126,1
871,0,8,right,4.697773,-1.302721,0.077326,0.235491,-0.971393,0.237274,0.000000,0.000000,agent3,1.655041,0
872,1,7,left,-2.802726,3.301041,-0.977930,0.729785,-0.971393,0.737265,0.000000,0.499991,agent0,0.275435,1
873,1,17,right,3.874762,0.478851,-0.531054,0.228478,-0.477345,0.237274,0.494049,0.000000,agent3,0.307444,1
874,2,12,left,-4.705694,-1.273816,-0.085474,0.236176,-0.971393,0.237274,0.000000,0.000000,agent0,4.772994,0
875,2,9,right,-3.130580,2.880967,-0.946646,0.720267,-0.971393,0.737265,0.000000,0.499991,agent0,0.333334,1
876,0,16,left,3.816901,-0.046934,-0.491608,0.226687,-0.721657,0.236218,0.250000,0.000000,agent3,0.306754,1
877,0,8,right,4.663570,-1.293237,0.064775,0.234341,-0.971657,0.236218,0.000000,0.000000,agent3,1.641152,0
878,1,7,left,-2.845359,3.351255,-0.980834,0.738091,-0.971657,0.736210,0.000000,0.499992,agent0,0.265762,1
879,1,17,right,3.828794,0.473170,-0.528976,0.226846,-0.721657,0.236218,0.250000,0.000000,agent3,0.314682,1
880,2,12,left,-4.671434,-1.264542,-0.072279,0.234942,-0.971657,0.236218,0.000000,0.000000,agent0,4.766201,0
881,2,9,right,-3.178885,2.925421,-0.941317,0.718448,-0.971657,0.736210,0.000000,0.499992,agent0,0.318472,1
882,0,16,left,3.802644,-0.046759,-0.495569,0.228122,-0.721872,0.235360,0.250000,0.000000,agent3,0.305599,1
883,0,8,right,4.629504,-1.283790,0.046853,0.233419,-0.971872,0.235360,0.000000,0.000000,agent3,1.639711,0
884,1,7,left,-2.856065,3.281224,-0.978018,0.726797,-0.971872,0.735353,0.000000,0.499993,agent0,0.265213,1
885,1,17,right,3.771610,0.466103,-0.533896,0.222451,-0.721872,0.235360,0.250000,0.000000,agent3,0.316017,1
886,2,12,left,-4.637310,-1.255304,-0.053679,0.233902,-0.971872,0.235360,0.000000,0.000000,agent0,4.758337,0
887,2,9,right,-3.204197,2.948714,-0.934286,0.715901,-0.971872,0.735353,0.000000,0.499993,agent0,0.317291,1
888,0,16,left,3.790698,-0.046612,-0.497579,0.227698,-0.738331,0.234601,0.233730,0.000000,agent3,0.304255,1
889,0,8,right,4.825202,-1.274380,0.067450,0.232620,-0.972061,0.234601,0.000000,0.000000,agent3,1.744364,0
890,1,7,left,-2.898780,3.330298,-0.976211,0.720600,-0.972061,0.734595,0.000000,0.499993,agent0,0.264725,1
891,1,17,right,3.719737,0.459693,-0.543968,0.215701,-0.738331,0.234601,0.233730,0.000000,agent3,0.317000,1
892,2,12,left,-4.832948,-1.244691,-0.073647,0.233221,-0.972061,0.234601,0.000000,0.000000,agent0,4.825123,0
893,2,9,right,-3.388986,3.042665,-0.955765,0.725918,-0.972061,0.734595,0.000000,0.499993,agent0,0.331112,1
894,0,16,left,3.783386,-0.046522,-0.496983,0.225626,-0.738498,0.233929,0.233730,0.000000,agent3,0.306399,1
895,0,8,right,4.789663,-1.264993,0.078420,0.231928,-0.972228,0.233929,0.000000,0.000000,agent3,1.728184,0
896,1,20,left,4.865292,0.723131,-0.972228,0.233929,-1.235296,0.339156,-0.263068,0.105227,agent4,0.325171,1
897,1,17,right,3.755080,0.511011,-0.542109,0.217774,-0.738498,0.233929,0.233730,0.000000,agent3,0.327189,1
898,2,7,left,-2.944404,3.382713,-0.975853,0.719565,-0.972228,0.733923,0.000000,0.499994,agent0,0.247371,1
899,2,21,right,4.857027,1.092888,-0.972228,0.233929,-1.235296,0.339156,-0.263068,0.105227,agent4,0.338709,1
900,3,12,left,-4.797351,-1.235523,-0.083999,0.232588,-0.972228,0.233929,0.000000,0.000000,agent0,4.817788,0
901,3,9,right,-3.380891,3.035398,-0.965996,0.727926,-0.972228,0.733923,0.000000,0.499994,agent0,0.334913,1
902,0,16,left,3.786001,-0.046554,-0.492217,0.222147,-0.737548,0.233382,0.234815,0.000000,agent3,0.301838,1
903,0,8,right,4.754213,-1.255631,0.080855,0.231383,-0.972363,0.233382,0.000000,0.000000,agent3,1.749810,0
904,1,20,left,4.832918,0.718319,-0.972368,0.233361,-1.265349,0.350577,-0.292986,0.117194,agent4,0.294955,1
905,1,17,right,3.690332,0.502200,-0.548554,0.216356,-0.737548,0.233382,0.234815,0.000000,agent3,0.305107,1
906,2,7,left,-2.995170,3.441036,-0.977728,0.724248,-0.972363,0.733377,0.000000,0.499995,agent0,0.274970,1
907,2,21,right,4.855077,1.155346,-0.972368,0.233361,-1.265349,0.350577,-0.292986,0.117194,agent4,0.292788,1
908,3,12,left,-4.761844,-1.226379,-0.085805,0.232048,-0.972363,0.233382,0.000000,0.000000,agent0,4.821644,0
909,3,9,right,-3.396145,3.049093,-0.970608,0.726848,-0.972363,0.733377,0.000000,0.499995,agent0,0.335649,1
910,0,16,left,3.669868,0.000000,-0.506374,0.225198,-0.736803,0.231961,0.235899,0.000000,agent3,0.306757,1
911,0,8,right,4.718924,-1.246311,0.075543,0.229951,-0.972703,0.231961,0.000000,0.000000,agent3,1.733750,0
912,1,20,left,4.798046,0.713136,-0.970793,0.226187,-1.279100,0.354520,-0.306397,0.122559,agent4,0.308589,1
913,1,17,right,3.644634,0.495981,-0.558924,0.211347,-0.736803,0.231961,0.235899,0.000000,agent3,0.316543,1
914,2,7,left,-3.036431,3.488440,-0.980010,0.730871,-0.972703,0.731956,0.000000,0.499995,agent0,0.264422,1
915,2,21,right,4.756589,1.131909,-0.983590,0.230254,-1.279100,0.354520,-0.306397,0.122559,agent4,0.319911,1
916,3,12,left,-4.726498,-1.217276,-0.080338,0.230576,-0.972703,0.231961,0.000000,0.000000,agent0,4.816465,0
917,3,9,right,-3.453612,3.100687,-0.978398,0.729163,-0.972703,0.731956,0.000000,0.499995,agent0,0.327430,1
918,0,16,left,3.655127,0.000000,-0.517790,0.226286,-0.735995,0.230803,0.236984,0.000000,agent3,0.305609,1
919,0,8,right,4.683827,-1.237041,0.063727,0.228794,-0.972979,0.230803,0.000000,0.000000,agent3,1.731700,0
920,1,20,left,4.714537,0.760086,-0.990257,0.236373,-1.291756,0.358314,-0.318777,0.127511,agent4,0.311372,1
921,1,17,right,3.694808,0.549161,-0.554405,0.215433,-0.735995,0.230803,0.236984,0.000000,agent3,0.312346,1
922,2,7,left,-3.114434,3.578055,-0.989283,0.748135,-0.972979,0.730798,0.000000,0.499995,agent0,0.266837,1
923,2,21,right,4.755764,1.193685,-0.978395,0.252372,-1.291756,0.358314,-0.318777,0.127511,agent4,0.317998,1
924,3,12,left,-4.691345,-1.208222,-0.068291,0.229338,-0.972979,0.230803,0.000000,0.000000,agent0,4.810853,0
925,3,9,right,-3.469940,3.115347,-0.980958,0.728571,-0.972979,0.730798,0.000000,0.499995,agent0,0.325580,1
926,0,16,left,3.643171,0.000000,-0.526195,0.225566,-0.735221,0.229803,0.237996,0.000000,agent3,0.304281,1
927,0,8,right,4.648890,-1.227814,0.046284,0.227813,-0.973217,0.229803,0.000000,0.000000,agent3,1.729723,0
928,1,20,left,4.682384,0.754902,-1.004548,0.237009,-1.303411,0.361880,-0.330194,0.132078,agent4,0.309901,1
929,1,17,right,3.618225,0.537779,-0.560644,0.215297,-0.735221,0.229803,0.237996,0.000000,agent3,0.314795,1
930,2,7,left,-3.092146,3.465469,-0.985835,0.736617,-0.973217,0.729799,0.000000,0.499996,agent0,0.263947,1
931,2,21,right,4.667669,1.171573,-1.005233,0.253298,-1.303411,0.361880,-0.330194,0.132078,agent4,0.319583,1
932,3,12,left,-4.656352,-1.199210,-0.050586,0.228241,-0.973217,0.229803,0.000000,0.000000,agent0,4.806471,0
933,3,9,right,-3.490270,3.133599,-0.979658,0.726029,-0.973217,0.729799,0.000000,0.499996,agent0,0.324031,1
934,0,16,left,3.635655,0.000000,-0.531054,0.223252,-0.734487,0.228936,0.238936,0.000000,agent3,0.306576,1
935,0,8,right,4.614095,-1.218624,0.024037,0.226980,-0.973424,0.228936,0.000000,0.000000,agent3,1.714188,0
936,1,20,left,4.652975,0.750160,-1.008955,0.226576,-1.314140,0.365223,-0.340717,0.136287,agent4,0.318437,1
937,1,17,right,3.558800,0.528946,-0.573092,0.211915,-0.734487,0.228936,0.238936,0.000000,agent3,0.332011,1
938,2,7,left,-3.136060,3.514685,-0.983634,0.730191,-0.973424,0.728932,0.000000,0.499996,agent0,0.245786,1
939,2,21,right,4.673912,1.234423,-0.993171,0.295068,-1.314140,0.365223,-0.340717,0.136287,agent4,0.332614,1
940,3,12,left,-4.621501,-1.190234,-0.028056,0.227262,-0.973424,0.228936,0.000000,0.000000,agent0,4.803899,0
941,3,9,right,-3.512851,3.153873,-0.975390,0.722159,-0.973424,0.728932,0.000000,0.499996,agent0,0.326257,1
942,0,16,left,3.637096,0.000000,-0.531055,0.219598,-0.732987,0.228232,0.240604,0.000000,agent3,0.301844,1
943,0,8,right,4.818657,-1.209471,0.042674,0.226322,-0.973591,0.228232,0.000000,0.000000,agent3,1.866950,0
944,1,20,left,4.569730,0.794506,-1.048885,0.247788,-1.332941,0.371973,-0.359350,0.143740,agent4,0.293781,1
945,1,17,right,3.630431,0.585304,-0.566271,0.217998,-0.732987,0.228232,0.240604,0.000000,agent3,0.303158,1
946,2,7,left,-3.183294,3.567621,-0.983160,0.729048,-0.973591,0.728229,0.000000,0.499997,agent0,0.275732,1
947,2,21,right,4.575374,1.208398,-1.032907,0.297748,-1.332941,0.371973,-0.359350,0.143740,agent4,0.290196,1
948,3,12,left,-4.826004,-1.179824,-0.046386,0.226710,-0.973591,0.228232,0.000000,0.000000,agent0,4.877909,0
949,3,9,right,-3.536929,3.175490,-0.968810,0.717448,-0.973591,0.728229,0.000000,0.499997,agent0,0.335954,1
950,0,16,left,3.527394,0.043375,-0.547691,0.222844,-0.732405,0.227576,0.241342,0.000000,agent3,0.306464,1
951,0,8,right,4.782276,-1.200339,0.051937,0.225722,-0.973747,0.227576,0.000000,0.000000,agent3,1.848539,0
952,1,20,left,4.532825,0.788090,-1.075720,0.250074,-1.341332,0.374610,-0.367585,0.147034,agent4,0.308726,1
953,1,17,right,3.545439,0.571602,-0.571987,0.219107,-0.732405,0.227576,0.241342,0.000000,agent3,0.314185,1
954,2,7,left,-3.223372,3.612538,-0.982892,0.730962,-0.973747,0.727573,0.000000,0.499997,agent0,0.263044,1
955,2,21,right,4.553844,1.262809,-1.046789,0.336661,-1.341332,0.374610,-0.367585,0.147034,agent4,0.317528,1
956,3,12,left,-4.789568,-1.170917,-0.055354,0.226158,-0.973747,0.227576,0.000000,0.000000,agent0,4.874299,0
957,3,9,right,-3.587243,3.220662,-0.965191,0.716354,-0.973747,0.727573,0.000000,0.499997,agent0,0.322741,1
958,0,16,left,3.513512,0.043204,-0.560828,0.224044,-0.731851,0.227042,0.242022,0.000000,agent3,0.305249,1
959,0,8,right,4.745989,-1.191231,0.052908,0.225256,-0.973873,0.227042,0.000000,0.000000,agent3,1.845372,0
960,1,20,left,4.505907,0.783410,-1.081982,0.239181,-1.349046,0.377112,-0.375173,0.150069,agent4,0.306800,1
961,1,17,right,3.481100,0.561229,-0.584804,0.216535,-0.731851,0.227042,0.242022,0.000000,agent3,0.315903,1
962,2,7,left,-3.278128,3.673905,-0.985542,0.738728,-0.973873,0.727039,0.000000,0.499997,agent0,0.263434,1
963,2,21,right,4.455053,1.235414,-1.105841,0.330720,-1.349046,0.377112,-0.375173,0.150069,agent4,0.319569,1
964,3,12,left,-4.753225,-1.162032,-0.056004,0.225689,-0.973873,0.227042,0.000000,0.000000,agent0,4.870781,0
965,3,9,right,-3.611554,3.242489,-0.959306,0.714155,-0.973873,0.727039,0.000000,0.499997,agent0,0.321455,1
966,0,16,left,3.502719,0.043071,-0.570206,0.223431,-0.731332,0.226592,0.242648,0.000000,agent3,0.303836,1
967,0,8,right,4.709778,-1.182142,0.046578,0.224898,-0.973980,0.226592,0.000000,0.000000,agent3,1.842249,0
968,1,20,left,4.483971,0.779596,-1.069073,0.220318,-1.356146,0.379458,-0.382166,0.152866,agent4,0.304539,1
969,1,17,right,3.426250,0.552386,-0.601999,0.211018,-0.731332,0.226592,0.242648,0.000000,agent3,0.317052,1
970,2,7,left,-3.285184,3.591918,-0.981793,0.724670,-0.973980,0.726589,0.000000,0.499997,agent0,0.244503,1
971,2,21,right,4.456170,1.294934,-1.111484,0.364223,-1.356146,0.379458,-0.382166,0.152866,agent4,0.317325,1
972,3,12,left,-4.716959,-1.153166,-0.049336,0.225284,-0.973980,0.226592,0.000000,0.000000,agent0,4.868810,0
973,3,9,right,-3.636926,3.265269,-0.951670,0.711170,-0.973980,0.726589,0.000000,0.499997,agent0,0.321903,1
974,0,16,left,3.496981,0.043001,-0.575268,0.221166,-0.730852,0.226178,0.243225,0.000000,agent3,0.305557,1
975,0,8,right,4.673635,-1.173071,0.033857,0.224565,-0.974078,0.226178,0.000000,0.000000,agent3,1.824219,0
976,1,20,left,4.391869,0.819339,-1.097746,0.230528,-1.362687,0.381622,-0.388609,0.155444,agent4,0.317314,1
977,1,17,right,3.457383,0.601110,-0.606780,0.213696,-0.730852,0.226178,0.243225,0.000000,agent3,0.327549,1
978,2,7,left,-3.327041,3.637683,-0.978981,0.715400,-0.974078,0.726175,0.000000,0.499998,agent0,0.244381,1
979,2,21,right,4.352171,1.264713,-1.161140,0.353569,-1.362687,0.381622,-0.388609,0.155444,agent4,0.337339,1
980,3,12,left,-4.680761,-1.144316,-0.036301,0.224864,-0.974078,0.226178,0.000000,0.000000,agent0,4.867453,0
981,3,9,right,-3.663139,3.288803,-0.942724,0.707585,-0.974078,0.726175,0.000000,0.499998,agent0,0.319942,1
982,0,16,left,3.502593,0.043070,-0.574342,0.217552,-0.729910,0.225842,0.244247,0.000000,agent3,0.301474,1
983,0,8,right,4.637553,-1.164014,0.015626,0.224316,-0.974157,0.225842,0.000000,0.000000,agent3,1.846376,0
984,1,20,left,4.367911,0.814869,-1.103774,0.227953,-1.374176,0.385849,-0.400019,0.160007,agent4,0.296936,1
985,1,17,right,3.389919,0.589381,-0.619101,0.212275,-0.729910,0.225842,0.244247,0.000000,agent3,0.305623,1
986,2,7,left,-3.374039,3.689068,-0.977968,0.711537,-0.974157,0.475842,0.000000,0.250000,agent0,0.277990,1
987,2,21,right,4.350506,1.322450,-1.164316,0.376958,-1.374176,0.385849,-0.400019,0.160007,agent4,0.290724,1
988,3,12,left,-4.644624,-1.135482,-0.017750,0.224495,-0.974157,0.225842,0.000000,0.000000,agent0,4.868009,0
989,3,9,right,-3.679903,3.303854,-0.930901,0.701968,-0.974157,0.475842,0.000000,0.250000,agent0,0.326848,1
990,0,16,left,3.390736,0.083401,-0.590232,0.220282,-0.729534,0.225518,0.244699,0.000000,agent3,0.305760,1
991,0,8,right,4.853519,-1.154975,0.039984,0.224081,-0.974233,0.225518,0.000000,0.000000,agent3,1.983732,0
992,1,20,left,4.350733,0.811665,-1.090440,0.218018,-1.379294,0.387542,-0.405061,0.162024,agent4,0.301808,1
993,1,17,right,3.344134,0.581420,-0.633912,0.207904,-0.729534,0.225518,0.244699,0.000000,agent3,0.316989,1
994,2,7,left,-3.400916,3.627861,-0.974784,0.691270,-0.974233,0.458851,0.000000,0.233333,agent0,0.264337,1
995,2,21,right,4.220398,1.282901,-1.221049,0.357682,-1.379294,0.387542,-0.405061,0.162024,agent4,0.320170,1
996,3,12,left,-4.860526,-1.125114,-0.041815,0.224402,-0.974233,0.225518,0.000000,0.000000,agent0,4.913955,0
997,3,9,right,-3.707186,3.328348,-0.918620,0.696318,-0.974233,0.458851,0.000000,0.233333,agent0,0.315666,1
998,0,16,left,3.378727,0.083105,-0.602048,0.220999,-0.729180,0.225254,0.245115,0.000000,agent3,0.304422,1
999,0,8,right,4.815565,-1.145943,0.054028,0.223910,-0.974295,0.225254,0.000000,0.000000,agent3,1.979040,0
1000,1,20,left,4.252281,0.847530,-1.113799,0.227189,-1.384002,0.389137,-0.409707,0.163883,agent4,0.305191,1
1001,1,17,right,3.376675,0.629946,-0.636079,0.211630,-0.729180,0.225254,0.245115,0.000000,agent3,0.313831,1
1002,2,7,left,-3.445906,3.586436,-0.973098,0.660466,-0.974295,0.458588,0.000000,0.233333,agent0,0.267716,1
1003,2,21,right,4.203133,1.334324,-1.242248,0.366215,-1.384002,0.389137,-0.409707,0.163883,agent4,0.318837,1
1004,3,12,left,-4.822517,-1.116315,-0.055564,0.224310,-0.974295,0.225254,0.000000,0.000000,agent0,4.903583,0
1005,3,9,right,-3.649997,3.358969,-0.890158,0.691882,-0.974295,0.458588,0.000000,0.233333,agent0,0.303818,1
1006,0,16,left,3.370703,0.082908,-0.609437,0.219953,-0.728871,0.224933,0.245499,0.000000,agent3,0.302826,1
1007,0,8,right,4.777654,-1.136922,0.058884,0.223791,-0.974370,0.224933,0.000000,0.000000,agent3,1.974382,0
1008,1,20,left,4.236043,0.844294,-1.114943,0.226948,-1.388358,0.390528,-0.413988,0.165595,agent4,0.302460,1
1009,1,17,right,3.306091,0.616778,-0.646464,0.210868,-0.728871,0.224933,0.245499,0.000000,agent3,0.315890,1
1010,2,7,left,-3.499428,3.553631,-0.974349,0.622223,-0.974370,0.458266,0.000000,0.233333,agent0,0.271902,1
1011,2,21,right,4.252470,1.407772,-1.203169,0.404430,-1.388358,0.390528,-0.413988,0.165595,agent4,0.313741,1
1012,3,12,left,-4.784551,-1.107527,-0.060129,0.224214,-0.974370,0.224933,0.000000,0.000000,agent0,4.894421,0
1013,3,9,right,-3.673779,3.380855,-0.862853,0.686906,-0.974370,0.458266,0.000000,0.233333,agent0,0.301911,1
1014,0,16,left,3.370006,0.082891,-0.611587,0.216993,-0.728646,0.224375,0.245852,0.000000,agent3,0.302977,1
1015,0,8,right,4.739826,-1.127920,0.055531,0.223313,-0.974499,0.224375,0.000000,0.000000,agent3,1.953752,0
1016,1,20,left,4.232690,0.843625,-1.095182,0.221472,-1.392432,0.391548,-0.417933,0.167173,agent4,0.300639,1
1017,1,17,right,3.248845,0.606099,-0.661597,0.206224,-0.728646,0.224375,0.245852,0.000000,agent3,0.333710,1
1018,2,12,left,-4.746669,-1.098758,-0.056675,0.223709,-0.974499,0.224375,0.000000,0.000000,agent0,4.886006,0
1019,2,21,right,4.085632,1.352541,-1.234678,0.395696,-1.392432,0.391548,-0.417933,0.167173,agent4,0.336695,1
1020,0,16,left,3.398522,0.083592,-0.603520,0.212927,-0.728125,0.223922,0.246478,0.000000,agent3,0.300267,1
1021,0,8,right,4.702083,-1.118938,0.045083,0.222941,-0.974603,0.223922,0.000000,0.000000,agent3,1.975990,0
1022,1,20,left,4.125895,0.875219,-1.109825,0.227912,-1.399522,0.393889,-0.424919,0.169967,agent4,0.298634,1
1023,1,17,right,3.275937,0.652933,-0.664861,0.209421,-0.728125,0.223922,0.246478,0.000000,agent3,0.304991,1
1024,2,12,left,-4.708871,-1.090009,-0.046099,0.223268,-0.974603,0.223922,0.000000,0.000000,agent0,4.888549,0
1025,2,21,right,4.085619,1.408509,-1.234875,0.407783,-1.399522,0.393889,-0.424919,0.169967,agent4,0.290681,1
1026,0,16,left,3.261064,0.120347,-0.617697,0.214642,-0.727942,0.223516,0.246754,0.000000,agent3,0.304590,1
1027,0,8,right,4.664411,-1.109974,0.028464,0.222618,-0.974697,0.223516,0.000000,0.000000,agent3,1.955498,0
1028,1,20,left,4.127906,0.875645,-1.100931,0.228895,-1.402702,0.394719,-0.428006,0.171202,agent4,0.297763,1
1029,1,17,right,3.218672,0.641519,-0.673499,0.208514,-0.727942,0.223516,0.246754,0.000000,agent3,0.316090,1
1030,2,12,left,-4.671145,-1.081276,-0.029353,0.222836,-0.974697,0.223516,0.000000,0.000000,agent0,4.882323,0
1031,2,21,right,3.938568,1.357813,-1.276493,0.388170,-1.402702,0.394719,-0.428006,0.171202,agent4,0.320447,1
1032,0,16,left,3.252488,0.120031,-0.627152,0.214511,-0.727763,0.223187,0.247009,0.000000,agent3,0.303031,1
1033,0,8,right,4.626800,-1.101024,0.006552,0.222370,-0.974772,0.223187,0.000000,0.000000,agent3,1.951088,0
1034,1,20,left,4.019813,0.904505,-1.119457,0.237339,-1.405623,0.395527,-0.430850,0.172340,agent4,0.301647,1
1035,1,17,right,3.161311,0.630087,-0.686816,0.204032,-0.727763,0.223187,0.247009,0.000000,agent3,0.317360,1
1036,2,12,left,-4.633480,-1.072557,-0.007297,0.222449,-0.974772,0.223187,0.000000,0.000000,agent0,4.878255,0
1037,2,21,right,3.912391,1.402844,-1.297772,0.385099,-1.405623,0.395527,-0.430850,0.172340,agent4,0.319475,1
1038,0,16,left,3.250315,0.119951,-0.631173,0.212794,-0.727593,0.222905,0.247244,0.000000,agent3,0.301052,1
1039,0,8,right,4.853479,-1.092089,0.029757,0.222184,-0.974837,0.222905,0.000000,0.000000,agent3,2.125285,0
1040,1,20,left,4.021835,0.904960,-1.116382,0.240401,-1.408309,0.396294,-0.433472,0.173389,agent4,0.297677,1
1041,1,17,right,3.183108,0.675227,-0.689292,0.207051,-0.727593,0.222905,0.247244,0.000000,agent3,0.314812,1
1042,2,12,left,-4.860102,-1.062229,-0.030349,0.222400,-0.974837,0.222905,0.000000,0.000000,agent0,4.916485,0
1043,2,21,right,3.906158,1.455057,-1.297187,0.396187,-1.408309,0.396294,-0.433472,0.173389,agent4,0.317382,1
1044,0,16,left,3.266429,0.120545,-0.626953,0.209779,-0.727435,0.222655,0.247460,0.000000,agent3,0.297309,1
1045,0,8,right,4.813804,-1.083162,0.042529,0.222012,-0.974895,0.222655,0.000000,0.000000,agent3,2.102034,0
1046,1,20,left,3.917656,0.932271,-1.134299,0.248717,-1.410782,0.397009,-0.435887,0.174355,agent4,0.305380,1
